depth,Att0,Att1,Att2,Att3,Att4,Att5,Att6,Att7,Att8,Att9,Att10,Att11,Att12,Att13,Att14,Att15,Att16,Att17,Att18,Att19,Att20,Att21,Att22,Att23,Att24,Att25,Att26,Att27,Att28,Att29,Att30,Att31,Att32,Att33,Att34,Att35
26.3069,1.344234,1.109723,0.994491,0.929191,0.892352,0.973156,0.927851,0.887844,1.004516,0.848223,0.813109,0.960182,0.343148,3.210542,3.078112,0.95926,0.972113,2.357453,2.362453,3.065384,2.773439,3.031018,-5.615839,3.146149,3.219165,2.707661,2.707577,0.524442,3.331762,1.948651,2.868599,0.807611,2.450608,2.291713,1.200773,1.033658
26.345,1.025599,1.001202,0.752523,0.718973,0.725292,0.751132,0.835631,0.651475,0.976857,1.035943,0.210598,0.884928,2.679448,3.546896,2.471783,3.011231,2.651135,2.932847,2.013423,3.996871,3.202821,2.427303,0.348371,3.080304,3.640237,1.449649,2.751441,2.834959,2.959992,3.184907,3.531324,2.494152,3.197509,2.574872,1.465452,1.652375
26.3831,1.025599,1.001202,0.752523,0.718973,0.725292,0.751132,0.835631,0.651475,0.976857,1.035943,0.210598,0.884928,2.679448,3.546896,2.471783,3.011231,2.651135,2.932847,2.013423,3.996871,3.202821,2.427303,0.348371,3.080304,3.640237,1.449649,2.751441,2.834959,2.959992,3.184907,3.531324,2.494152,3.197509,2.574872,1.465452,1.652375
26.4212,1.212395,1.097814,0.872726,0.838791,0.793624,0.842718,0.824612,0.893529,1.036293,1.56728,0.945511,1.276651,1.353472,2.824069,1.023568,2.412178,3.274026,3.144624,3.018388,2.956222,3.02301,2.267672,2.694638,0.720411,2.637118,3.271248,2.845686,2.12071,3.440584,0.413436,3.095264,2.851772,2.288927,0.644692,1.190992,1.497047
26.4593,1.212395,1.097814,0.872726,0.838791,0.793624,0.842718,0.824612,0.893529,1.036293,1.56728,0.945511,1.276651,1.353472,2.824069,1.023568,2.412178,3.274026,3.144624,3.018388,2.956222,3.02301,2.267672,2.694638,0.720411,2.637118,3.271248,2.845686,2.12071,3.440584,0.413436,3.095264,2.851772,2.288927,0.644692,1.190992,1.497047
26.4974,1.051878,0.858406,0.919262,0.90653,0.848801,0.830386,0.754615,0.747041,0.910595,0.249852,0.956875,0.751655,1.915644,0.383837,2.827502,2.332516,3.248559,0.500718,2.361117,1.478161,2.746721,0.728685,2.288615,0.517995,2.394509,1.090537,2.682096,2.654475,2.758503,1.784401,2.81479,2.435607,2.348654,1.807073,0.875724,1.296922
26.5355,1.051878,0.858406,0.919262,0.90653,0.848801,0.830386,0.754615,0.747041,0.910595,0.249852,0.956875,0.751655,1.915644,0.383837,2.827502,2.332516,3.248559,0.500718,2.361117,1.478161,2.746721,0.728685,2.288615,0.517995,2.394509,1.090537,2.682096,2.654475,2.758503,1.784401,2.81479,2.435607,2.348654,1.807073,0.875724,1.296922
26.5736,1.318821,1.168286,1.085964,0.914719,0.833523,0.83941,0.855437,0.955962,0.458511,0.972027,0.662657,1.196115,0.990976,2.443845,1.1168,2.2392,0.457566,2.998489,3.163021,2.235116,2.834575,0.733754,3.162143,0.584877,2.842799,2.665123,3.250241,2.418776,3.068827,2.944664,2.712435,2.448983,2.89333,1.654497,1.114447,1.47781
26.6117,1.337913,1.16265,1.111468,0.998981,0.932837,0.921434,0.898902,0.911598,0.4646,1.190074,1.128769,1.342827,1.15937,2.944566,3.154276,2.118747,1.625095,3.026062,2.19583,0.705128,2.238904,1.870206,2.022508,0.923139,2.567096,3.477098,2.727934,0.46481,2.690971,2.113055,3.058576,0.592649,1.436896,1.962711,2.330305,0.865376
26.6498,1.337913,1.16265,1.111468,0.998981,0.932837,0.921434,0.898902,0.911598,0.4646,1.190074,1.128769,1.342827,1.15937,2.944566,3.154276,2.118747,1.625095,3.026062,2.19583,0.705128,2.238904,1.870206,2.022508,0.923139,2.567096,3.477098,2.727934,0.46481,2.690971,2.113055,3.058576,0.592649,1.436896,1.962711,2.330305,0.865376
26.6879,2.647109,1.908688,1.704224,1.86286,2.003656,1.836994,2.476635,2.10416,1.970315,2.460732,2.076491,2.733597,2.251437,2.680699,2.473305,2.573975,2.665282,2.931142,3.180342,2.446606,1.381568,2.847298,0.667209,2.900558,3.237867,2.810764,2.457728,1.321109,2.296612,3.160852,2.367885,2.562179,2.589027,2.554591,2.93342,2.682982
26.726,2.647109,1.908688,1.704224,1.86286,2.003656,1.836994,2.476635,2.10416,1.970315,2.460732,2.076491,2.733597,2.251437,2.680699,2.473305,2.573975,2.665282,2.931142,3.180342,2.446606,1.381568,2.847298,0.667209,2.900558,3.237867,2.810764,2.457728,1.321109,2.296612,3.160852,2.367885,2.562179,2.589027,2.554591,2.93342,2.682982
26.7641,3.320519,1.302565,2.459372,2.330403,2.579898,2.555391,1.827809,2.961396,2.013897,0.847051,2.228156,2.679869,2.173742,2.361165,2.571824,2.10936,-0.267022,2.69423,2.553032,1.831515,2.345336,1.896335,2.823001,2.291507,2.553652,2.007401,2.978552,1.886103,2.342003,3.096697,0.498743,1.827198,0.886213,2.216072,1.877432,2.645086
26.8022,3.320519,1.302565,2.459372,2.330403,2.579898,2.555391,1.827809,2.961396,2.013897,0.847051,2.228156,2.679869,2.173742,2.361165,2.571824,2.10936,-0.267022,2.69423,2.553032,1.831515,2.345336,1.896335,2.823001,2.291507,2.553652,2.007401,2.978552,1.886103,2.342003,3.096697,0.498743,1.827198,0.886213,2.216072,1.877432,2.645086
26.8403,3.353503,2.836877,2.831634,2.691765,2.628327,2.448354,2.618573,2.098433,1.993722,2.251708,2.876921,2.619224,2.875821,1.988566,3.180447,2.280803,2.514071,2.116762,2.620636,2.942746,2.04339,2.973543,2.017723,2.098518,2.459362,2.403851,2.603167,0.865511,2.818671,2.508081,2.999971,2.471825,2.197283,2.389049,1.832032,2.963275
26.8784,3.353503,2.836877,2.831634,2.691765,2.628327,2.448354,2.618573,2.098433,1.993722,2.251708,2.876921,2.619224,2.875821,1.988566,3.180447,2.280803,2.514071,2.116762,2.620636,2.942746,2.04339,2.973543,2.017723,2.098518,2.459362,2.403851,2.603167,0.865511,2.818671,2.508081,2.999971,2.471825,2.197283,2.389049,1.832032,2.963275
26.9165,2.299235,2.217037,2.107513,1.996362,2.068388,2.249076,1.999085,2.080519,1.580554,1.497574,2.344476,2.695973,2.320745,1.834379,3.035911,2.417694,2.67907,2.476447,0.584964,2.650122,2.237234,0.527721,3.156101,2.174757,2.720329,2.252263,1.993641,3.274171,1.216651,2.294031,2.407202,2.305167,2.198531,2.439169,1.887143,2.621022
26.9546,2.299235,2.217037,2.107513,1.996362,2.068388,2.249076,1.999085,2.080519,1.580554,1.497574,2.344476,2.695973,2.320745,1.834379,3.035911,2.417694,2.67907,2.476447,0.584964,2.650122,2.237234,0.527721,3.156101,2.174757,2.720329,2.252263,1.993641,3.274171,1.216651,2.294031,2.407202,2.305167,2.198531,2.439169,1.887143,2.621022
26.9927,0.985644,0.926132,0.812485,0.847346,0.808596,0.885284,0.856432,0.829342,0.73092,-0.07116,1.62071,1.805415,2.310116,2.574182,2.497806,2.75075,1.783737,0.348729,2.477026,0.712272,1.575093,2.414626,0.759589,1.625198,2.466703,0.2187,2.148045,3.139458,1.115304,1.769278,0.822653,1.949562,2.185306,1.958334,-0.835315,1.113193
27.0308,0.985644,0.926132,0.812485,0.847346,0.808596,0.885284,0.856432,0.829342,0.73092,-0.07116,1.62071,1.805415,2.310116,2.574182,2.497806,2.75075,1.783737,0.348729,2.477026,0.712272,1.575093,2.414626,0.759589,1.625198,2.466703,0.2187,2.148045,3.139458,1.115304,1.769278,0.822653,1.949562,2.185306,1.958334,-0.835315,1.113193
27.0689,1.255859,0.995641,0.889371,0.872519,0.861756,0.833413,0.823196,0.810409,0.956676,0.372588,0.582046,-0.005429,0.671205,2.088651,2.493037,2.336448,2.49948,1.557674,0.517851,0.997162,2.354591,0.82886,2.081214,2.250866,2.259738,2.725004,0.60241,1.41192,1.07487,2.52082,2.696167,2.733245,2.022588,1.220046,0.720822,1.68939
27.107,1.255859,0.995641,0.889371,0.872519,0.861756,0.833413,0.823196,0.810409,0.956676,0.372588,0.582046,-0.005429,0.671205,2.088651,2.493037,2.336448,2.49948,1.557674,0.517851,0.997162,2.354591,0.82886,2.081214,2.250866,2.259738,2.725004,0.60241,1.41192,1.07487,2.52082,2.696167,2.733245,2.022588,1.220046,0.720822,1.68939
27.1451,1.405634,1.360828,1.294968,1.09746,1.077009,1.209936,1.244588,1.171774,0.988085,1.351582,1.942977,1.954043,0.706046,2.835176,2.814222,2.465621,0.959447,2.333002,2.380937,2.249158,2.533589,1.768514,0.443932,2.216636,0.805663,1.584448,2.544618,2.678204,1.889707,2.289222,1.84169,2.315596,1.386775,2.098243,2.878022,1.379424
27.1832,1.405634,1.360828,1.294968,1.09746,1.077009,1.209936,1.244588,1.171774,0.988085,1.351582,1.942977,1.954043,0.706046,2.835176,2.814222,2.465621,0.959447,2.333002,2.380937,2.249158,2.533589,1.768514,0.443932,2.216636,0.805663,1.584448,2.544618,2.678204,1.889707,2.289222,1.84169,2.315596,1.386775,2.098243,2.878022,1.379424
27.2213,1.948147,1.958011,1.741295,1.472813,1.418077,1.438393,1.397838,1.376919,1.119988,0.936068,1.030541,2.688471,2.593874,2.480186,1.998906,2.291063,2.489419,2.594568,2.075207,2.400465,2.470407,0.90324,2.422636,2.237763,2.445438,2.524511,0.698753,1.646472,2.207593,2.761037,2.675289,4.1463,2.058394,2.131525,0.790606,2.819455
27.2594,1.948147,1.958011,1.741295,1.472813,1.418077,1.438393,1.397838,1.376919,1.119988,0.936068,1.030541,2.688471,2.593874,2.480186,1.998906,2.291063,2.489419,2.594568,2.075207,2.400465,2.470407,0.90324,2.422636,2.237763,2.445438,2.524511,0.698753,1.646472,2.207593,2.761037,2.675289,4.1463,2.058394,2.131525,0.790606,2.819455
27.2975,1.074886,1.008148,0.836822,0.907227,0.940012,1.030264,0.84882,1.243714,-0.67531,1.11131,0.0945,1.605356,2.776126,2.904575,2.823658,1.970218,0.966017,2.166269,2.183504,1.325779,1.848129,2.273617,0.958361,2.284706,2.108618,2.332252,1.659836,1.830634,2.106421,2.430887,0.436403,3.915265,2.419594,1.974502,1.13369,1.137495
27.3356,1.100328,1.000462,0.913105,0.960381,0.973866,0.953393,1.027676,-0.103,0.15478,1.9733,2.18604,2.314137,2.518457,0.936844,2.389147,2.472588,1.866861,1.313193,3.339503,2.374591,2.918216,2.371617,2.780308,2.735828,2.282579,0.427439,3.277947,1.907166,2.512503,0.870055,1.028513,2.224141,1.020274,2.050047,1.333981,1.116923
27.3737,1.100328,1.000462,0.913105,0.960381,0.973866,0.953393,1.027676,-0.103,0.15478,1.9733,2.18604,2.314137,2.518457,0.936844,2.389147,2.472588,1.866861,1.313193,3.339503,2.374591,2.918216,2.371617,2.780308,2.735828,2.282579,0.427439,3.277947,1.907166,2.512503,0.870055,1.028513,2.224141,1.020274,2.050047,1.333981,1.116923
27.4118,1.112082,1.072462,1.06411,1.0733,1.00446,1.009383,1.016315,-0.10751,0.45591,0.11199,1.54802,2.577027,2.244418,2.902136,2.268796,2.362489,1.063045,2.402558,1.945024,2.148307,3.010193,3.065657,2.425134,2.506488,0.539164,0.419373,2.181456,2.813509,3.057049,2.977821,2.893911,1.635046,2.290148,2.358342,1.310338,1.078128
27.4499,1.112082,1.072462,1.06411,1.0733,1.00446,1.009383,1.016315,-0.10751,0.45591,0.11199,1.54802,2.577027,2.244418,2.902136,2.268796,2.362489,1.063045,2.402558,1.945024,2.148307,3.010193,3.065657,2.425134,2.506488,0.539164,0.419373,2.181456,2.813509,3.057049,2.977821,2.893911,1.635046,2.290148,2.358342,1.310338,1.078128
27.488,1.234184,1.249115,1.249056,1.225314,1.195671,1.226704,1.002251,1.179885,0.369097,0.703209,0.861726,2.100191,1.276441,2.44184,3.012665,2.700082,0.395648,2.782745,0.432475,2.560939,2.311645,2.590222,3.595088,2.118198,1.312752,0.819947,3.337631,2.170916,2.6842,2.221888,2.409916,2.204117,0.019837,0.496313,1.282826,1.38618
27.5261,1.234184,1.249115,1.249056,1.225314,1.195671,1.226704,1.002251,1.179885,0.369097,0.703209,0.861726,2.100191,1.276441,2.44184,3.012665,2.700082,0.395648,2.782745,0.432475,2.560939,2.311645,2.590222,3.595088,2.118198,1.312752,0.819947,3.337631,2.170916,2.6842,2.221888,2.409916,2.204117,0.019837,0.496313,1.282826,1.38618
27.5642,2.221604,1.184025,1.656374,1.845832,1.635285,1.695062,1.736054,1.186599,1.28665,1.318482,0.098564,0.552221,2.041589,2.531758,2.582695,1.354121,2.311567,2.301507,2.673633,2.573643,2.837161,2.364653,2.987207,2.64479,2.149724,2.351702,2.183928,2.630073,2.399448,3.237944,2.614078,4.470112,4.267861,3.508317,1.514725,1.24269
27.6023,2.221604,1.184025,1.656374,1.845832,1.635285,1.695062,1.736054,1.186599,1.28665,1.318482,0.098564,0.552221,2.041589,2.531758,2.582695,1.354121,2.311567,2.301507,2.673633,2.573643,2.837161,2.364653,2.987207,2.64479,2.149724,2.351702,2.183928,2.630073,2.399448,3.237944,2.614078,4.470112,4.267861,3.508317,1.514725,1.24269
27.6404,1.248812,1.829832,1.790642,1.915376,2.036379,1.251725,1.103608,0.902474,0.869744,1.017902,1.065341,-0.23617,1.04215,2.873771,0.577067,0.918094,2.298653,2.609473,1.882935,1.316829,0.66582,2.727033,1.482495,2.554536,0.650125,2.066861,1.615045,2.338628,2.4691,2.02587,1.751306,2.337262,2.158553,0.115643,1.952861,0.949277
27.6785,1.248812,1.829832,1.790642,1.915376,2.036379,1.251725,1.103608,0.902474,0.869744,1.017902,1.065341,-0.23617,1.04215,2.873771,0.577067,0.918094,2.298653,2.609473,1.882935,1.316829,0.66582,2.727033,1.482495,2.554536,0.650125,2.066861,1.615045,2.338628,2.4691,2.02587,1.751306,2.337262,2.158553,0.115643,1.952861,0.949277
27.7166,0.765519,1.152975,0.732198,0.698408,0.936715,0.857025,0.642885,0.607059,1.351073,1.450909,0.898789,1.861826,2.310264,2.436522,1.648341,1.987708,2.344326,2.665236,2.442505,2.956789,2.627481,2.920837,1.729084,2.217808,2.501224,2.195331,1.916288,1.07102,2.57239,2.737422,2.59789,2.209979,1.164751,1.848897,1.092695,0.723926
27.7547,0.765519,1.152975,0.732198,0.698408,0.936715,0.857025,0.642885,0.607059,1.351073,1.450909,0.898789,1.861826,2.310264,2.436522,1.648341,1.987708,2.344326,2.665236,2.442505,2.956789,2.627481,2.920837,1.729084,2.217808,2.501224,2.195331,1.916288,1.07102,2.57239,2.737422,2.59789,2.209979,1.164751,1.848897,1.092695,0.723926
27.7928,1.113642,1.319663,1.306458,0.943955,0.957595,1.182486,0.485063,1.204251,1.130401,0.68364,2.171208,1.264706,1.044257,2.794259,2.996934,2.093716,2.793397,0.380493,2.141318,2.485096,1.943925,2.128884,0.688103,3.060169,2.467422,2.444036,1.016321,2.941402,2.255901,1.196899,2.596933,0.466415,1.987336,1.37124,1.582211,1.106293
27.8309,1.113642,1.319663,1.306458,0.943955,0.957595,1.182486,0.485063,1.204251,1.130401,0.68364,2.171208,1.264706,1.044257,2.794259,2.996934,2.093716,2.793397,0.380493,2.141318,2.485096,1.943925,2.128884,0.688103,3.060169,2.467422,2.444036,1.016321,2.941402,2.255901,1.196899,2.596933,0.466415,1.987336,1.37124,1.582211,1.106293
27.869,1.128415,1.394813,1.343723,1.28373,1.220073,1.266689,0.959225,1.190378,1.374906,1.212048,1.376927,1.994303,2.102274,3.009125,2.993304,2.875333,2.649694,2.808965,2.850939,2.463474,0.926925,2.321285,0.775153,2.886487,0.639339,2.213102,2.632761,2.475261,1.667199,2.33109,0.477335,1.799619,1.856432,2.144854,0.744572,0.965736
27.9071,1.128415,1.394813,1.343723,1.28373,1.220073,1.266689,0.959225,1.190378,1.374906,1.212048,1.376927,1.994303,2.102274,3.009125,2.993304,2.875333,2.649694,2.808965,2.850939,2.463474,0.926925,2.321285,0.775153,2.886487,0.639339,2.213102,2.632761,2.475261,1.667199,2.33109,0.477335,1.799619,1.856432,2.144854,0.744572,0.965736
27.9452,1.223103,1.105869,1.010526,1.0647,0.774312,1.031359,1.114717,0.6516,1.42387,0.51495,1.72974,0.45932,1.952002,0.86356,2.422935,0.800495,2.852768,2.240732,2.103513,0.830948,2.697246,3.074966,2.352655,3.023959,2.631347,3.419451,2.677224,2.841238,2.678526,1.177615,2.456955,2.438616,2.175809,2.336656,1.33589,1.704947
27.9833,1.223103,1.105869,1.010526,1.0647,0.774312,1.031359,1.114717,0.6516,1.42387,0.51495,1.72974,0.45932,1.952002,0.86356,2.422935,0.800495,2.852768,2.240732,2.103513,0.830948,2.697246,3.074966,2.352655,3.023959,2.631347,3.419451,2.677224,2.841238,2.678526,1.177615,2.456955,2.438616,2.175809,2.336656,1.33589,1.704947
28.0214,1.28394,1.096005,0.885114,0.907792,0.859659,0.965554,1.177475,0.912899,2.26193,2.679355,1.021765,0.698658,1.544998,3.120488,1.722154,1.713307,2.760172,3.34662,2.742195,2.452837,3.179238,2.727429,2.486105,2.316804,1.533373,2.624928,0.65154,2.460636,1.666824,2.95099,0.440975,2.256089,1.393768,2.217499,0.739526,1.828796
28.0595,0.978253,0.947121,1.065498,1.085557,1.231779,1.203813,0.852109,0.992855,1.248471,1.437773,2.008942,2.275573,2.51978,0.404824,2.253804,0.551145,2.203717,0.765703,2.807169,2.615228,2.93885,3.008203,2.434018,3.352521,2.523359,1.428447,2.724965,3.03988,2.580126,3.328571,1.536729,2.171676,2.113622,2.294903,3.202076,1.553357
28.0976,0.978253,0.947121,1.065498,1.085557,1.231779,1.203813,0.852109,0.992855,1.248471,1.437773,2.008942,2.275573,2.51978,0.404824,2.253804,0.551145,2.203717,0.765703,2.807169,2.615228,2.93885,3.008203,2.434018,3.352521,2.523359,1.428447,2.724965,3.03988,2.580126,3.328571,1.536729,2.171676,2.113622,2.294903,3.202076,1.553357
28.1357,0.770288,0.979031,1.146566,0.96929,1.052381,1.113719,0.801762,0.811247,1.306528,1.129649,2.869888,2.606991,3.326501,2.754293,2.61906,3.071151,3.140301,3.439397,2.495419,0.997644,2.59028,2.875664,0.54898,2.87457,3.551929,3.447466,3.178598,2.842444,2.984423,2.973413,0.522585,0.880151,2.553599,2.544735,2.040575,1.57608
28.1738,0.770288,0.979031,1.146566,0.96929,1.052381,1.113719,0.801762,0.811247,1.306528,1.129649,2.869888,2.606991,3.326501,2.754293,2.61906,3.071151,3.140301,3.439397,2.495419,0.997644,2.59028,2.875664,0.54898,2.87457,3.551929,3.447466,3.178598,2.842444,2.984423,2.973413,0.522585,0.880151,2.553599,2.544735,2.040575,1.57608
28.2119,1.262159,1.182902,1.005111,1.000945,0.976682,1.01396,1.159127,0.579424,0.721399,3.137885,1.92452,0.924521,2.042104,1.616587,2.249422,0.336449,1.734779,1.879747,1.821809,3.550781,2.774943,1.44737,2.280783,0.300777,2.747653,1.028317,2.886061,0.646842,2.603743,2.914164,2.815333,0.680186,2.513234,0.417869,1.456729,1.459973
28.25,1.262159,1.182902,1.005111,1.000945,0.976682,1.01396,1.159127,0.579424,0.721399,3.137885,1.92452,0.924521,2.042104,1.616587,2.249422,0.336449,1.734779,1.879747,1.821809,3.550781,2.774943,1.44737,2.280783,0.300777,2.747653,1.028317,2.886061,0.646842,2.603743,2.914164,2.815333,0.680186,2.513234,0.417869,1.456729,1.459973
28.2881,1.161786,1.269487,1.148565,1.156593,1.030835,1.110473,1.113541,1.187629,1.907342,1.530592,1.308956,2.179182,0.537351,3.21146,2.124159,2.836476,1.411055,3.527358,2.551541,1.403281,1.276314,2.398213,1.88154,2.927607,1.338891,2.446277,2.627341,2.424693,2.939455,2.449095,2.935834,2.389383,2.088953,1.571844,1.319555,2.037867
28.3262,1.161786,1.269487,1.148565,1.156593,1.030835,1.110473,1.113541,1.187629,1.907342,1.530592,1.308956,2.179182,0.537351,3.21146,2.124159,2.836476,1.411055,3.527358,2.551541,1.403281,1.276314,2.398213,1.88154,2.927607,1.338891,2.446277,2.627341,2.424693,2.939455,2.449095,2.935834,2.389383,2.088953,1.571844,1.319555,2.037867
28.3643,1.149409,1.12276,1.089697,1.15591,1.167085,1.037236,1.063647,0.064237,1.037267,0.20778,1.008267,3.22897,3.104955,2.904868,2.980302,3.510374,2.859069,3.177711,0.653958,3.430601,2.712746,0.460872,2.583215,2.062625,2.44038,1.190051,3.900584,0.910882,2.992328,0.918607,2.782728,0.947914,1.629981,1.769562,1.295419,1.354253
28.4024,1.149409,1.12276,1.089697,1.15591,1.167085,1.037236,1.063647,0.064237,1.037267,0.20778,1.008267,3.22897,3.104955,2.904868,2.980302,3.510374,2.859069,3.177711,0.653958,3.430601,2.712746,0.460872,2.583215,2.062625,2.44038,1.190051,3.900584,0.910882,2.992328,0.918607,2.782728,0.947914,1.629981,1.769562,1.295419,1.354253
28.4405,1.379584,1.278962,1.319124,1.26465,1.241118,1.114022,1.247168,2.023549,0.864151,0.531989,2.39778,2.091557,2.714268,1.961548,1.054769,3.058765,2.942239,1.556808,2.258592,2.521024,2.664554,2.69077,2.577462,2.549958,3.132035,2.998302,0.600328,3.004781,2.472298,2.580977,1.990949,0.389112,0.651945,1.768326,1.608609,1.555661
28.4786,1.379584,1.278962,1.319124,1.26465,1.241118,1.114022,1.247168,2.023549,0.864151,0.531989,2.39778,2.091557,2.714268,1.961548,1.054769,3.058765,2.942239,1.556808,2.258592,2.521024,2.664554,2.69077,2.577462,2.549958,3.132035,2.998302,0.600328,3.004781,2.472298,2.580977,1.990949,0.389112,0.651945,1.768326,1.608609,1.555661
28.5167,0.616076,0.291528,0.207578,0.748629,0.897808,1.095076,1.941645,3.194263,1.551813,1.787961,2.845311,2.530436,2.648585,2.407008,0.640151,2.850465,0.585799,2.608161,1.996516,2.423272,2.87537,1.997728,3.001613,2.718926,3.095208,2.76412,2.699047,2.954741,3.332788,2.066897,2.509967,4.514147,1.439783,1.037998,0.950302,0.656211
28.5548,0.616076,0.291528,0.207578,0.748629,0.897808,1.095076,1.941645,3.194263,1.551813,1.787961,2.845311,2.530436,2.648585,2.407008,0.640151,2.850465,0.585799,2.608161,1.996516,2.423272,2.87537,1.997728,3.001613,2.718926,3.095208,2.76412,2.699047,2.954741,3.332788,2.066897,2.509967,4.514147,1.439783,1.037998,0.950302,0.656211
28.5929,1.262895,1.074983,0.980955,0.941491,0.998371,0.936888,1.466541,0.768411,2.106843,2.254631,2.979948,1.83843,2.457465,2.999664,3.16731,0.722434,3.071567,1.908756,2.216081,3.133644,2.427097,3.897593,2.867317,3.239539,2.887815,1.918747,2.763526,3.462231,3.047932,3.111511,2.728894,3.04229,1.48362,2.177788,1.280487,1.346542
28.631,1.262895,1.074983,0.980955,0.941491,0.998371,0.936888,1.466541,0.768411,2.106843,2.254631,2.979948,1.83843,2.457465,2.999664,3.16731,0.722434,3.071567,1.908756,2.216081,3.133644,2.427097,3.897593,2.867317,3.239539,2.887815,1.918747,2.763526,3.462231,3.047932,3.111511,2.728894,3.04229,1.48362,2.177788,1.280487,1.346542
28.6691,2.243272,1.486355,0.762378,0.518699,0.609002,0.762549,1.646899,0.160019,0.643792,1.835861,2.60698,2.58757,2.807749,3.117368,3.788,2.874291,3.039706,2.964222,2.770503,1.59931,3.517489,0.996714,3.69552,2.430028,3.59361,1.550958,3.303246,2.496627,3.167123,0.937639,2.945978,3.13847,2.790609,0.778993,1.902708,1.614809
28.7072,2.243272,1.486355,0.762378,0.518699,0.609002,0.762549,1.646899,0.160019,0.643792,1.835861,2.60698,2.58757,2.807749,3.117368,3.788,2.874291,3.039706,2.964222,2.770503,1.59931,3.517489,0.996714,3.69552,2.430028,3.59361,1.550958,3.303246,2.496627,3.167123,0.937639,2.945978,3.13847,2.790609,0.778993,1.902708,1.614809
28.7453,3.737856,3.711883,2.595702,-0.03546,0.137,2.3002,3.0034,3.7573,4.0461,2.4647,2.8845,3.122929,3.662294,3.202514,0.658693,1.236079,2.559698,3.365671,3.285036,2.795427,3.76565,2.726148,3.802017,2.79365,3.427291,3.148636,0.954261,2.947066,3.47914,2.603992,1.669507,2.69015,2.410216,2.360127,0.603355,4.07022
28.7834,3.737856,3.711883,2.595702,-0.03546,0.137,2.3002,3.0034,3.7573,4.0461,2.4647,2.8845,3.122929,3.662294,3.202514,0.658693,1.236079,2.559698,3.365671,3.285036,2.795427,3.76565,2.726148,3.802017,2.79365,3.427291,3.148636,0.954261,2.947066,3.47914,2.603992,1.669507,2.69015,2.410216,2.360127,0.603355,4.07022
28.8215,1.62957,1.988043,1.436353,-0.78125,0.8207,0.2072,1.9174,1.4647,2.2877,1.7387,3.1528,2.595908,3.279245,2.232719,2.413615,2.822521,0.865647,2.788612,2.836532,2.596223,3.329202,1.169405,2.93974,2.992116,3.242712,2.863995,3.814953,2.72824,2.830057,2.245639,1.10919,3.237471,2.38671,2.387787,1.228944,1.773084
28.8596,1.62957,1.988043,1.436353,-0.78125,0.8207,0.2072,1.9174,1.4647,2.2877,1.7387,3.1528,2.595908,3.279245,2.232719,2.413615,2.822521,0.865647,2.788612,2.836532,2.596223,3.329202,1.169405,2.93974,2.992116,3.242712,2.863995,3.814953,2.72824,2.830057,2.245639,1.10919,3.237471,2.38671,2.387787,1.228944,1.773084
28.8977,3.60654,-2.02931,2.1921,2.48574,2.57255,2.82325,3.58796,2.0762,3.31721,2.94711,3.04999,1.821125,3.012817,2.321526,2.354572,3.532068,3.214384,3.27772,2.676521,3.495936,0.897279,2.555503,2.981797,3.214776,1.15695,1.278938,2.882664,3.353643,4.281694,3.359996,1.261764,2.429301,3.213272,2.149589,3.344211,3.563921
28.9358,3.60654,-2.02931,2.1921,2.48574,2.57255,2.82325,3.58796,2.0762,3.31721,2.94711,3.04999,1.821125,3.012817,2.321526,2.354572,3.532068,3.214384,3.27772,2.676521,3.495936,0.897279,2.555503,2.981797,3.214776,1.15695,1.278938,2.882664,3.353643,4.281694,3.359996,1.261764,2.429301,3.213272,2.149589,3.344211,3.563921
28.9739,0.032103,1.143223,1.040636,1.151939,1.079422,0.566062,2.448869,1.110307,2.0969,2.832228,1.945524,2.581188,1.412332,3.171518,0.701932,3.891482,2.998266,1.639924,3.621648,2.999988,3.724402,1.284022,2.883267,2.930224,1.155397,2.909204,3.071097,0.569452,1.358281,2.753592,3.645233,2.296985,3.08497,2.164176,3.009378,1.415808
29.012,2.006565,1.533025,2.067112,0.30141,2.381109,3.221599,1.703351,1.717657,1.144703,2.579827,1.57991,1.594532,2.875231,3.183449,2.505089,3.097842,2.582835,1.60625,3.51657,2.790203,2.899298,2.926196,0.903337,1.394997,2.020007,3.235629,2.582827,1.976136,2.139492,1.31736,1.971403,2.453726,3.012691,2.901581,0.949202,0.788431
29.0501,2.006565,1.533025,2.067112,0.30141,2.381109,3.221599,1.703351,1.717657,1.144703,2.579827,1.57991,1.594532,2.875231,3.183449,2.505089,3.097842,2.582835,1.60625,3.51657,2.790203,2.899298,2.926196,0.903337,1.394997,2.020007,3.235629,2.582827,1.976136,2.139492,1.31736,1.971403,2.453726,3.012691,2.901581,0.949202,0.788431
29.0882,1.626012,0.945521,0.899747,2.173523,2.711546,1.929578,0.279779,0.94783,0.917789,1.714736,2.498862,2.836017,2.597541,3.556977,2.466398,3.158928,3.056269,2.990956,3.021726,0.797647,2.535065,1.800374,3.148599,0.508541,2.83796,1.236366,2.956323,2.174391,1.877546,1.913226,2.307331,2.406223,1.408836,2.130245,1.952036,1.952305
